"id","date","user_id","text","cluster"
2301,"2024-04-02",573,"Подскажите пожалуйста чем грозит отсутсвие к уплате налога на прибыль за 1 квартал? (Много расходов которые не возможно перенести на другой период- зп)",3
2308,"2024-04-03",464,"Добрый вечер. 
Я сама ездила в налоговую и ПФР и спрашивала что сдано а что нет. Компанию уже закрыла. Али луйя!!!",1
2319,"2024-04-03",573,"Здравствуйте. Подскажите. Пожалуйста Ип без работников применяет усн и патент. Как правильно уменьшить налоги усн и патент на фиксированные страховые взносы если при расчете пропорционально остаются не учтённые страховые взносы.
Большая часть страховых взносов приходится на патент а налог по патенту меньше чем сумма страховых взносов рассчитанных пропорционально",4
2322,"2024-04-03",47,"Если вы уверенычто эти % банк будет считать в налоговую базу по НДФЛто да УСН они не облагаются",1
2331,"2024-04-03",596,"Здравствуйте.  Подскажите пожалуйста- ип на усн 6% имеет одного сотрудника  платит ему зп взносы с этой за и ндфл. На сумму ндфл можно уменьшить налог ?",4
2335,"2024-04-03",597,"На НДФЛ нельзя можно на страховые взносы взносы от несчастных случаев фиксированные взносы и на превышение 1% если в прошлом году за 2023 не учитывали но не более чем на 50% от суммы налога.",4
2338,"2024-04-04",158,"Добрый вечер. Подскажите пожалуйста если отправлен Упрашенный баланс в налоговую через сбис 1 апреля но ещё не дошёл до налоговой можно его отозвать и направить новый если там нашли ощибку.",3
2348,"2024-04-04",137,"Уважаемые подскажите пожалуйста зачем налоговая отправляет требования по физ лицу который у нас когда то работал? Какие могут быть причины?",2
2370,"2024-04-04",69,"Согласно пп. 2 п. 2 ст. 346.17 НК РФ затраты на оплату стоимости товаров приобретенных для дальнейшей реализации учитываются в составе расходов при исчислении ""упрощенного"" налога с объектом налогообложения ""доходы минус расходы"" по мере реализации товаров.
В связи с этим если в период применения УСНО организация для дальнейшей перепродажи приобрела и оплатила товар который не был реализован в период применения указанного специального режима то она вправе учесть в целях исчисления налога на прибыль расходы на приобретение данного товара в периоде его реализации. Аналогичная позиция изложена в Определении ВС РФ от 06.03.2015 N 306-КГ15-289 по делу N А72-339/2014. См. Письмо ФНС России от 09.01.2018 N СД-4-3/6.",3
2375,"2024-04-05",603,"Коллеги добрый вечер!
Скажите сколько стоят услуги бухгалтера по ведению ИП /патент с 4-5 сотрудниками?",3
2397,"2024-04-05",345,"Коллеги доброй ночи! Подскажите пожалуйста ИП на УСН Доходы минус расходы зарегистрирован в Калмыкии а склад арендует в Санкт-Петербурге и товар отгружает. Торгует на маркетплейсах. В какую налоговую сдавать отчётность?",3
2421,"2024-04-06",612,"есть бухгалтера с школ?",1
2444,"2024-04-08",337,"Добрый день подскажите пожалуйста где можно посмотреть кбк и октмо для уплаты налога в бюджет и данные которые в декларацию идут для УСН доходы. г Екатеринбург",2
2445,"2024-04-08",337,"Добрый день подскажите пожалуйста где можно найти кбк и октмо для уплаты в бюджет налога по УСН доходы  которые указываются в декларации и что нужно указывать нужно за прошлый год указать налоги за весь год",4
2453,"2024-04-08",567,"Добрый день. Для НДС налоговый период- квартал. Подаем декларацию за 4кв. А вот бух отчетность считается с даты создания 21.12.23  по 31.12.24.",2
2455,"2024-04-08",567,"не забывайте про налог на прибыль.",1
2464,"2024-04-08",63,"Отчетность по НДС (если нет освобождения по налогу). Для всего бизнеса предусмотрена специфика по отчетам по НДС. Если в 2023 году зарегистрировали фирму (ИП) до 18 декабря придется сдать первый отчет по НДС сразу за 4 квартал 2023. Если регистрация пришлась в 2023 году на 18 декабря или более позднюю дату первый отчет по НДС сдавайте по итогам 1 квартала 2024 за период со дня создания бизнеса по 31 марта 2024.",2
2469,"2024-04-08",624,"Доброго времени суток! Недавно открыли ИП ( патент и сотрудники выполняющие этот вид деятельности + УСН) доходы были как по патентной деятельности так и продажа товаров доп оквэд на это был открыт вопрос: налог усн за 2023 г можно уменьшить на страховые взносы если сотрудники как бы приняты в организацию по патентной деятельности? И второй вопрос 1с при формирование отчетности за первый квартал 2024 год уменьшает налог усн пропорционально доходам по усн.. соотвественно уменьшить налог усн на маленькую сумму удается думали на страховые взносы ип фиксированных взносов за себя в 2024 году 49500 =24750 уменьшить расчет ошибка в программе где то не так отражение стоит или только пропорционально доходу это все можно уменьшить??? Патент 50% уменьшение от взносов с зп сотрудников УСН 50% с фиксированного взносы ИП за самого себя?? Или мы путает сладкое с твердым… заранее благодарю за ответы 🙏",4
2477,"2024-04-09",627,"Добрый вечер подскажите пожалуйста как в 1С провести операцию оплата налогов ИП была не через р/сч а по карте . Есть только чеки.",2
2490,"2024-04-09",63,"Сбербанк почему то всем так советует раньше налоговая не придирались но лучше про ЗП не писать",1
2504,"2024-04-10",438,"Добрый день коллеги. 
Нужна помощь по ВЭД. 
Казахи привезли товар из Китая в Казахстан  оформив транзитку и разместили его  под импорт-70 Продают товар в РФ на dap. Не растаможенный.  Утверждают что юр лицо РФ сами таможат по импорт 40. Возможно ли это на практике? Тут ведь косвенный налог возникает.",2
2517,"2024-04-10",634,"Добрый день. ООО зарегистрирована 11.10.2023. Бухотчетность не сдала т.к. срок для созданной организации наступит только в 2025 году. В личном кабинете ифнс появилась информация о блокировке счета из-за несдачи отчетности. Я написала запрос в налоговую ответа пока нет. Может у кого-то была такая же ситуация чем все завершилось?",2
2522,"2024-04-10",10,"Здравствуйте. подскажите пожалуйста если пришло уведомление из налоговой только по почте россии с запросом явиться на беседу с предоставлением документов по выданному подотчетумы имеем право не предоставлять документы и не являться?",1
2530,"2024-04-10",10,"по ткс налоговая не отправляла. а если вообще не отправлять доки то могут подотчет доначислить как доход? по уведомлению имеют право?",2
2541,"2024-04-11",162,"Здравствуйте! Как составить возражение на акт по штрафу от налоговой за непредставление ответа на требование? На самом деле представляли но позже после предоставления уведомления о невозможности представления в срок (ответ на уведомление не получали)",3
2567,"2024-04-11",146,"Добрый день ИП занимается ремонтом автомобилей. 
В 1 квартале как оказалось работал на НДС так как не получил патент во время а УСН не было.
Вопрос: На услуги которые он предоставлял  и оплаты которые он получил просто сделать УПД с НДС? 
НДС в том числе ?",2
2576,"2024-04-12",651,"Добрый день . Помогите пожалуйста разобраться . У нас есть Заказчики из Казахстана они м/б как ФЛ так и ЮЛ . Наша организация на УСН 6% является Исполнителем( Российская организация) по оказанию рекламных услуг и сопровождению информационных систем продажа лицензий ПО.

Согласно нормативным документам территорией оказания данных услуг является Казахстан. При оплате ФЛ на расчетный счет мы должны отправить чек как и при покупке гражданам РФ? При оплате ЮЛ  нужно согласовать с банком нюансы валютных операций даже если перечисление в рублях. Какие дополнительные документы и отчеты нужно сдать при данном экспорте? налоги остаются те же  что и при продаже в РФ?",2
2581,"2024-04-12",586,"Добрый день подскажите пожалуйста   пришло требование о предоставлении документов для камеральной проверке по декларации ндс если сдать уточненную декларацию - документы все равно нужно будет направлять?",2
2583,"2024-04-12",654,"Здравствуйте 
Коллеги подскажите пожалуйста 
Ип на усн 6%
Доход составил 1611000 за 2023 год
Уплачен ЕНП 57 000 один раз в 2023 году
Страховые взносы за себя ещё не платил за 2023 год

Налог Усн сколько составляет?

Затупила не могу понять
Страховые взносы составят же 58952?
Усн 96660?
Он должен оплатить Страховые? И к возврату составит налог 19292?",4
2599,"2024-04-13",327,"Доброго дня! Помогите советом. Пришло требование из налоговой по предоставлению 6 НДФЛ и РСВ. Он ИП без работников. Переводил с расчётного счета ИП себе на  личную карту деньги как зар.плата.(экономили на комиссии🤦‍♀️) Можно ли просто отписаться что Ип работает без сотрудников это личные средства предпринимателя после оплаты налогов? Кто сталкивался пожалуйста поделитесь 🙏",3
2600,"2024-04-13",388,"Налог надо смотреть по агентскому отчёту.",1
2603,"2024-04-13",246,"У него площадка на ВБ . Это не я решила а Он решил раз у него вознаграждение 1% то и Он должен платить налог с 1% я Ему посчитала 6% от отчета Вб",3
2607,"2024-04-13",388,"Если у договоре прописано  что он агент  ищет покупателей для принципала  и на основании отчета делает свой отчёт агента  передаёт заказчику. 
То есть вероятность что ему не нужно платить налог со всей суммы реализации.",1
2609,"2024-04-13",10,"в сверке указано уменьшен налог по уведомлению  это что сумма по уведомлениюкоторое подавали ?",0
2613,"2024-04-13",388,"А то что это не его товары не волнует налоговую)",1
2615,"2024-04-13",388,"Вы ему объясните  что если рассчитаете налог по 1%  налоговая свершит данные по выписке  запросит пояснения по декларации. 
А там и от штрафа недалеко за занижение налоговой базы.",1
2618,"2024-04-13",388,"Просто по 1% если делать там сто пудов будет запрос налоговой по пояснениям",3
2621,"2024-04-13",10,"подскажите пожалуйста отмена операции  уведомление об исчисленных суммах налогов с минусом суммы в сверке это что?",0
2622,"2024-04-13",98,"Не поняла? 
Если с минусом сумма то вам начислила налоговая налог или вы подали уведомление. Как деньги придут на ЕНП  эта сумма спишется. Деньги придут сумма встанет +",0
2623,"2024-04-13",10,"начисляет налоговая из отчётов с фот или только берет из уведомлений?",1
2638,"2024-04-14",388,"Может у него регион где 1% ставка налога ?",3
2640,"2024-04-14",660,"Добрый вечер! Подскажите пожалуйста по такому вопросу: ИП доходы на УСН и ПНС в счёте в декабре 2023 включили услуги по УСН и ПНС. Как сейчас в декларации считать эту сумму поступления? Всю сумму в прибыль УСН получается теперь?",4
2645,"2024-04-14",660,"Покупатель оплатил одной суммой и в назначении платежа прописал оплата по счету за услуги которые на УСН",2
2683,"2024-04-15",559,"Проведите операцию ""Сведения об уплате налогов"".",1
2694,"2024-04-15",667,"Здравствуйте! Коллеги помогите пожалуйста разобраться.

ИП на ПСН и УСН 6%.
Имеются работники занятые только на ПСН.

Патент 2023 г.
Налог по патенту = 200 400р

УСН 2023 г. доход = 1 641 77360 руб.
Налог УСН 6% = 98 50642 р

Страховые взносы:
За работников оплачены в 2023 г. = 404 80881 р
Фиксированные страх.взносы за себя за 2023 г (оплачены в 2023г) = 45 842 р
Взносы 1% свыше 300тр за 2021 г (оплачены в 2023 году в 2021 был и патент и УСН)  = 4 40016
Взносы 1% свыше 300тр за 2022г (оплачены в 2023 году был только патент) = 18 20000
Взносы 1% свыше 300тр (не оплачены) за 2023 г = 48 81774

Если с патентом все понятно что можно уменьшить патент на 50% за счет страховых взносов уплаченных за сотрудников то по УСН возникает вопрос:
Можно ли учесть в уменьшение УСН страховые взносы (за себя и 1% свыше 300тр) ПОЛНОСТЬЮ или их нужно распределять пропорционально долям полученного дохода ПСН и УСН??
Доля УСН исходя из расчета доходов всего 673% а ПСН можем уменьшить только на 50%...поэтому большая часть страх.взносов просто ""потеряется""....Подскажите как сделать чтобы максимально использовать страх.взносы в уменьшение налогов?",4
2696,"2024-04-15",437,"Благотворительность от уплаты налогов не избавит но снизить налоговую нагрузку — поможет. Льгота по НДС действует только на товары работы и услуги которые компания подарила. При этом затраты которые понесла компания в процессе дарения не освобождаются от входного НДС.",2
2706,"2024-04-16",668,"Вы меня может не совсем правильно поняли. Допустим у вас выходит убыток налоговая это не любит но если вы можете подтвердить это - то вправе этим воспользоваться. Если не хотите лишних вопросов то часть расходов за 2023 год проведите 24 годом. Тем самым вы уменьшите убыток и можете сделать чтобы чуть доплатить налог. Так же и в 24 году если расходы будут превышать доход часть (в основном это услуги) можете провести 25годом. Потому как товар для продажи невозможно учесть в расходах позже то переносить можно услуги материалы для ОХР.",0
2711,"2024-04-16",668,"Более того нужно доплатить будет налог и пени заранее перед корректировкой если переплаты на ЕНС не было в срок уплаты.",0
2717,"2024-04-16",98,"Ну это ваше право. Но вы   показав убыток нарыли себе проверку. Теперь вам необходимо предоставить все документы согласно кудир и доказать этот убыток. И минимальный налог 1% всё равно платите.",0
2719,"2024-04-16",98,"Я при любой ситуации не показываю убыток. 1% минимального всё равно платить. А проходить лишний раз хотя бы камералку не целесообразно в принципе. 
Теперь вам нужно доказать что реально убыток. Доказать расходы. 
Ну и помним что налоговая может не согласиться с вашими расходами доначислить налог и вообще вызвать на ковёр. Смотря какие у вас обороты. Вам это надо? Нет. Ну теперь уж...",1
2742,"2024-04-17",634,"Добрый день. Подскажите пожалуйста ООО на УСН в первом квартале убыток авансовый платеж по УСН -0. У налоговой будут вопросы или нет? Или только убыток по декларации вызывает вопросы и требования?",4
2764,"2024-04-17",591,"Добрый день коллеги. 
сдали декларацию за 2023 год и указали ссылку на льготу по МО новому ИП. Вид деятельности подходит 49.41. Но позвонили из ИФНС и говорят что льгота не положена так как мы оказываем услуги не своим транспортом а значит это не транспортные услуги а организация транспортных услуг. И нам льгота не положена. 
На сколько это правомерно? И на первую декларацию  официального отказа нет. Могу я требовать от них официальный отказ в льготе?
Может кто то сталкивался?",2
2772,"2024-04-17",53,"Не уверена как у них по регламенту. Теоретически они могут просто доначислить налог без учёта льготы и выставить требование. По ОКВЭД у вас получается диспетчерская деятельность посмотрите на нее коды. Типа 63.99 96.09.",2
2774,"2024-04-17",596,"Здравствуйте.  Подскажите пожалуйста- ооо на усн 15% имело в собственности офис и платило налог на имущество по нему исходя из кадастровой стоимости. В конце января 24 года ооо продаёт офис . Т е в собственности офис у ооо был месяц в этом году . Вопрос: нужно ли платить налог на имущество за первый квартал этого года по этому офису  если оно было в собственности всего месяц от начала года ? Если да то как правильно рассчитать сумму налога к уплате?",4
2776,"2024-04-17",677,"Добрый день подскажите ИП в 1 квартале был на УСН 6% (доходы)/(уведомление подано налог оплатили) переехал в другой регион во 2 квартале а там УСН 1% (доходы). Вопрос: со 2 квартала считаем 1% а 1 квартал остается так же на 6% или пересчитывается на 1%? И как указывать в декларации если не пересчитывается? Спасибо за ответ.",3
2777,"2024-04-17",55,"Добрый день. Налог считается по ставке на конец года. Если вы так и останетесь на 1% то и первый квартал пересчитывается.",0
2801,"2024-04-18",47,"Да иначе как налоговая поймет что это аванс по УСН.",2
2812,"2024-04-19",585,"Подскажите пожалуйста свое виденье:
- продают дом от физика - нужны расходы чтобы не платить налог большой на 4 млн
- хотим выставить акт приема-передачи стройматериалов на физика от ооо на ндс на эту сумму за 2021/2022/2023 год - чеков ККТ соответственно уже не будет - просто приходники от компании
- вносить в декларацию исправления не будем
КАКИЕ МОГУТ БУДУТ ПОСЛЕДСТВИЯ ДЛЯ ООО",4
2814,"2024-04-19",53,"В лучшем для ООО случае проблемы будут у физика как минимум непринятие расходов. В худшем - доначисление НДС налога на прибыль штрафы 40% и пеня. По сумме может выйти уголовка.",2
2822,"2024-04-19",98,"Здравствуйте. Можно просто сдать декларацию. Но если налог больше выходит то сначала доплатить и послать уведомление.",0
2827,"2024-04-19",690,"Коллеги добрый вечер  подскажите  пожалуйста  по НД НДС за 1 кв 24  мы в прошлом году к декларации предоставляли реестры ( кнд 11551115  приложения 710 и т п) но их направляли  после принятия  самой декларации 
В 1 кв 24 изменения пришли по этим приложениям  письмо от 13.03.24 СД-4-15/2857@ там сказано что эти приложения отправлять одновременно с декларацией за 1 кв 24 
У меня вопрос если я направилю в разные  дни это  т.е  саму налоговую декларацию и через пару дней приложения к ней будет ли это нарушением спасибо ☺️",2
2835,"2024-04-20",693,"Здравствуйте.
Я тут вспомнила чтобы было время когда на УСН Д-Р можно было уменьшать налог с прибыли а не включать в расходы. 
Подскажите пожалуйста сейчас с ведением ЕНС на УСН Д и ПСН можно даже не уплаченные взносы ИП за себя уменьшать налог. А вот в УСН Д-Р сейчас действует только учитываются в расходы? А то письмо утратило силу ведь?",4
2839,"2024-04-21",53,"Если запрашивает налоговая - в запросе должна быть возможность заполнить формализованную форму. Но мне один раз такое не помогло пришлось сдавать полноценную корректировку с исправленным номером и сопроводиловкой что налог не занижен база не изменилась ошибка только в номере.",1
2842,"2024-04-21",10,"Здравствуйте. подскажите пожалуйста можно сдавать корр.декларацию на уменьшение налога усн?",4
2865,"2024-04-22",697,"Добрый вечер скажите пожалуйста какая ставка налога по УСН (Д-Р) по Санкт-Петербургу ?",2
2879,"2024-04-22",700,"Из  вашего опыта. Если ип например в офис покупает мебель и платит с личной карты. Усн д-р. Как потом налоговая принимает такие расходы? Не придирается?",3
2890,"2024-04-22",706,"На сайте ФНС
«Представление налоговой и бухгалтерской отчетности в электронной форме»",1
2892,"2024-04-22",701,"Можно сформировать декларацию в 1с (например) выгрузить файл и отправить его через ЛК (раздел Представление налоговой и бух. отчётности)",2
2908,"2024-04-23",8,"Все говорят что у меня очень хорошие знания в бухгалтерии. Да и я сама это понимаю. Но всегда занимаюсь самоедством особенно в период сдачи отчетности часто думаю что я плохой бухгалтер🙈Всегда поражаюсь людям которые не знаю азов берутся «главбушить»! Это самоуверенность и не способность оценить серьезность задачи? 🤔",2
2914,"2024-04-23",710,"Так и называйте тогда как положено- налоговая база если судить исходя из нормативной базы:)",1
2917,"2024-04-23",201,"Добрый день уважаемы коллеги!
Подскажите пожалуйста
если по итогам деклации усн доходы будет сумма к уменьшению налога (учли страх взносы в 4 кв 2023)  когда переплата отразится на енс после срока уплаты 02 мая или когда пройдет камеральная проверка 3 мес?
вроде доначиляют то они сразу а вот уменьшаю после камералки  но сомневаюсь",0
2921,"2024-04-23",162,"Здравствуйте!
Помогите пожалуйста ситуация такая: менеджер при продаже завел документ реализации где указал ставку НДС 10/110 вместо 10%. Документ ушел по ЭДО и подписан покупателем. И в Декларации НДС теперь эта реализация садится в строку 040 раздела 3.
Является ли это ошибкой? И будут ли вопросы от налоговой?",2
2930,"2024-04-23",715,"По итогу года уменьшайте и все 

Начиная с 2023 года налог по УСН и ПСН можно уменьшать на фиксированные взносы которые подлежат уплате в текущем периоде но фактически еще не оплачены",4
2949,"2024-04-23",719,"Добрый день! Я начинающий бухгалтер нужна помощь по ведению товара в двух программах 1с бухгалтерия и 1с салон красоты. УСН д-р микропредприятие. Может у кого-то есть возможность дать консультацию🙏",2
2973,"2024-04-24",255,"Здравствуйте скажите пожалуйста сотрудник может оказывать услуги как самозанятый работодателю если они не по должности?",2
2983,"2024-04-24",392,"Добрый день! Коллеги подскажите работаем в деятельности общепит. Обороты были стоит на учете 3 ккт. 
Подали 0 расчет по рсв. Налоговая выставила требование о том чтобы были наняты сотрудники и пересдали отчетность. Возникает такой вопрос если сейчас примем на полставки сотрудников задним числом 3 человека. Сдадим отчет заплатим налоги у налоговой в дальнейшем может возникнуть вопрос в плане того что сотрудники на полставки трудоустроены? Понятно что если примем задним число сотрудников то и отчет в пфр подадим с запозданием и будет штраф.",1
2987,"2024-04-24",723,"Нет. Вы сдали рсв за 1 квартал. Налоговая подкорректирует на его основании.",0
2990,"2024-04-24",213,"Добрый день. Насколько рисковано подавать убыточную декларацию по налогу на прибыль за первый квартал? Или лучше показать хоть маленькую прибыль?",2
2993,"2024-04-24",724,"Здравствуйте. Подскажите пожалуйста. Ип на Осно. Платит ли ип налог на прибыль? Просто с ип никогда не работала.",3
3002,"2024-04-24",726,"Добрый день! Подскажите калькулятор расчета бух.услуг кто каким пользуется?",1
3015,"2024-04-24",208,"Добрый вечер. Подскажите пож.почему регламентная  операция (налог на прибыль) криво встала(( разница в 71рубль.
У меня сальдо на конец периода по кредиту в ОСВ по счету 68.90 показывает 71р.
В ЛК по енп все по нолям
Может было у кого. Кто как правил?",2
3025,"2024-04-25",730,"Добрый вечер! Подскажите пожалуйста куда платить НДФЛ по договору ГПХ на оказание услуг по месту нахождения обособленного подразделения?",2
3038,"2024-04-25",337,"Подскажите пожайлуста во втором квартале расходы привышают доходы на 228453рубл  что делать? Куда в декларации указывать налог платится с дохода? Хелпми",1
3041,"2024-04-25",55,"Тогда во втором квартале налога не будет а по итогам года если расх будут превышать дох вы заплатите минимальный налог 1%. Декл по усн сдается раз в год какую декл вы сейчас собираетесь сдавать?",0
3044,"2024-04-25",53,"Показываете убыток платите минимальный налог. Убыток потом сможете учитывать. А вообще наймите бухгалтера глядишь и убытки уменьшатся.",0
3057,"2024-04-25",734,"Добрый день! В этом году перешли на УСН фирма не работающая. Пришло требование из налоговой бухгалтер в отпуске что хотят можете объяснить?",1
3065,"2024-04-25",55,"Налоговая считает что если вы ранее применяли общую систему а потом перешли на усн то ндс надо вернуть в бюджет. Мы когда переходили на усн написали что ранее купленные товары были проданы в периоде применения осно восстанавливать нечего.",1
3066,"2024-04-25",701,"При переходе на УСН суммы НДС принятые к вычету по товарам (работам услугам) а также основным средствам не относящимся к недвижимости с момента ввода которых в эксплуатацию прошло менее 10 лет на дату перехода на спецрежим подлежат восстановлению в налоговом периоде предшествующем переходу на УСН. Налог восстанавливается в размере ранее принятом к вычету а в отношении основных средств и нематериальных активов – в размере суммы пропорциональной остаточной (балансовой) стоимости без учета переоценки.",2
3079,"2024-04-25",735,"Ну и чем  нам это грозит со стороны налоговой ?",3
3081,"2024-04-25",655,"Посмотрим что ответит налоговая. Отправили заявление с полным описанием всей ситуации.",1
3083,"2024-04-25",736,"Здравствуйте! Подскажите пожалуйста если ИП сейчас уплачивает страховые взносы за себя за 2023 год то их нужно перечислить как единый налоговый платёж?",4
3086,"2024-04-25",738,"Если на енс было положительное сальдо то налоговая сама списала деньги. Если отрицательное то могут истребоватьтоплату или аннулировать патент",0
3088,"2024-04-25",655,"Налоговая должна прислать сначала справку об отрицательном сальдо. Если реально оно отрицательное.

Затем отправит требование об уплате суммы патента.

Если положительное как ответила коллега то налоговая сама спишет сумму.",0
3089,"2024-04-25",392,"Всем добрый день. Подскажите как лучше сделать на ооо и ип числятся ккт 2 и 4 соответственно. 
Руководитель хочет нанять весь персонал как самозанятых чтобы меньше оплатить налогов. Но я не согласен с ним. Так как в общепите нужно устроить людей хотя бы на 1/2 ставки в количестве 4-6 человек чтобы оплачивать взносы. 
Возник спор как лучше все сделать. 
Может кто подскажет.",3
3096,"2024-04-25",539,"Добрый день. Подскажите пожалуйста для более уверенности правильно ли я сделала. ИП на усн доходы. Рассчитала налога за 1 кв 24  и уменьшила на него весь фиксированный взнос конечно же не платила его .К оплате получила ноль.Получается уведомление я не подаю по усн и на фиксированный взнос тоже ничего не подаю. Всё ли верно я сделала и как налоговая теперь узнает на какую сумму я уменьшила авансовый платёж по УСН.",3
3099,"2024-04-25",701,"В 2024 году предприниматели применяющие упрощенную систему налогообложения (УСН) с объектом налогообложения «доходы» и плательщики патентной системы налогообложения (ПСН) вправе уменьшать налоги на страховые взносы подлежащие уплате до их фактической уплаты.",4
3110,"2024-04-25",739,"Минимальный налог больше чем 15 %. .",0
3114,"2024-04-25",701,"Нет. У вас нет убытка. С разницы доходы-расходы налог будет 3099.
А если убыток в квартале то вообще аванс по усн не платится еще можно и уплаченный за предыдущий на енс вернуть подав уведомление с минусом",0
3138,"2024-04-26",501,"Подскажите пожалуйста. Подавать сегодня уведомление по налогам НДС и Прибыль? Или налоговая возьмет сведения из декларации за 1 кв 2024?",2
3148,"2024-04-26",747,"Показывала убыток по декларации налоговая выставляет только требование о пояснении суммы убытка. Пишите пояснение и всё. Зато в 1 кв сможете уменьшить сумму прибыли.",1
3155,"2024-04-26",467,"Добрый день! Подскажите мы реализовали услуги организации находящейся в Казахстане. Выставили акт и счёт. Они оплатили нам счёт за вычетом удержаного налога WHT. Насколько это верно?
Потому что из положений договора я поняла что они за свой счёт платят налог а не удерживают у нас.",1
3156,"2024-04-26",389,"Добрый день!Подскажите пожалуйста правильно ли я понимаю у нас по итогам 1кв налог на прибыль получился большой и авансы на 2кв рассчитались исходя из этого налога а во 2 и в 3 кв. ожидаем меньшую прибыль у нас может выйти налог к уменьшению. То есть я просто не буду доплачивать налог по итогам 2 кв.и у нас останется переплата на ЕНС?",1
3157,"2024-04-26",55,"Добрый день. Все верно.  В декл это будет отображено и налог будет к уменьшению",0
3164,"2024-04-26",282,"Налог УСН платится за счет прибыли  поэтому все правильно стоит - не принимается",1
3166,"2024-04-26",22,"Добрый вечер подскажите пожалуйста книгу по УСН «Доходы» надо отправить в налоговую до 30.04?",1
3189,"2024-04-27",731,"Sos.
Декларация по усн был отправлен не нарастающей  что можно сделать. Сегодня вот посмотрела свой отчёт и увидела 🙀. 

В случае корректировки штраф?
Налог уплачен в бюджет в правильном размере. 
Посоветуйте пожалуйста 🤝🤲",1
